Random waveform, supplied seed
Total number of intervals = 200 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628)
Average QPS expected = 50559
Timestamp start: 1684676027764
Timestamp end: 1684677228169

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      396.0   442.0   148.8   192.5   203.7   291.6   356.6   406.8   463.9   564.7   719.3   980.1  1488.6  4899.5 13650.9  76673.7    76878
read      387.1   698.5   148.8   192.5   203.5   285.1   342.8   385.3   425.5   492.2   634.0   927.9  1734.3  4730.0 19248.9  84582.0    84584
read      405.5   643.0   148.8   203.7   217.9   362.8   425.4   456.4   476.1   498.0   525.7   569.2   920.1  7941.2 30685.0  12544.7    12492
read      424.4   477.9   148.8   197.3   209.1   310.5   403.4   483.8   566.0   698.4   847.7  1017.1  1360.1  2015.6  9851.4  56954.0    57106
read      443.5  1216.9   148.8   199.4   211.7   308.0   355.5   384.6   406.4   436.2   484.6   603.1  3869.8 14374.2 36274.1  96262.0    96245
read      417.8   905.9   160.7   215.9   235.3   341.4   380.8   403.0   419.9   437.3   463.2   504.3  2787.6 11527.0 31955.2   6784.3     6791
read      434.5   907.0   148.8   198.5   210.6   298.6   344.0   372.5   398.7   439.2   526.2  970.2  3286.6 10602.6 32177.9  90595.0    90728
read      338.6   273.9   160.7   222.5   243.1   320.3   349.7   366.4   377.9   393.9   413.3   444.5   557.9  3921.2 12413.9   5164.3     5151
read      303.3   173.8   148.8   190.5   200.4   267.1   315.4   346.4   371.2   401.8   441.4   499.8   738.3  1616.7  6776.8  82875.8    82969
read      396.9   226.9   148.8   194.6   207.5   351.0   444.1   506.2   553.2   602.3   657.0   737.9   919.4  1252.4  5917.5  42644.8    42635
read      660.5  1897.5   148.8   230.0   250.0   311.8   332.2   343.1   353.9   369.5   405.3  1975.5  8721.7 30590.4 38294.4  99389.2    99337
read      421.3   385.6   148.8   203.8   217.8   306.3   362.3   401.6   445.0   549.3   780.5  1129.1  1908.1  3373.3  9898.9  95315.7    95192
read      388.7   258.4   148.8   193.0   205.3   307.4   387.4   452.2   513.4   591.1   683.3   850.8  1261.6  1767.2  7127.2  69094.7    69200
read      394.0   255.2   148.8   193.5   206.0   338.7   432.3   496.9   547.8   600.2   660.5   743.8   973.7  1689.1  8570.3  49481.7    49459
