Random waveform, random seed
Total number of intervals = 134 (52932, 63276, 59289, 32844, 88933, 40607, 19751, 73821, 15072, 89535, 98891, 19665, 38401, 97983, 49629, 37910, 14479, 10151, 33216, 65102, 59218, 61938, 85852, 50545, 44522, 83014, 41540, 23220, 40054, 40077, 41140, 54611, 64733, 40181, 84151, 47959, 90506, 69727, 72749, 35422, 95775, 80314, 66261, 66433, 96604, 52160, 99261, 51520, 83781, 6267, 21856, 98891, 11100, 20941, 20297, 31496, 43058, 91351, 18992, 48162, 82649, 85109, 8695, 70919, 61013, 22088, 99681, 77971, 26094, 70892, 81415, 45346, 52622, 70921, 95098, 17839, 48300, 24707, 37085, 25956, 45246, 94401, 81677, 89137, 47808, 25946, 59073, 10902, 16970, 75004, 29102, 84925, 38000, 11409, 85054, 29241, 46463, 17532, 15317, 24558, 15281, 80466, 61040, 9436, 78167, 94085, 81627, 5014, 59565, 16330, 54919, 20565, 73945, 90697, 55043, 5751, 5442, 37143, 51443, 22624, 92802, 91267, 33121, 88004, 22134, 22811, 10724, 63685, 91837, 24817, 86140, 30415, 25311, 30042)
Average QPS expected = 51500
Timestamp start: 1684667812697
Timestamp end: 1684669013114

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      379.8   251.9   148.8   193.3   205.3   307.1   382.5   436.4   492.9   566.4   655.6   808.3  1192.1  1668.7  7729.7  74103.2    73945
read      368.9   252.1   148.8   193.8   206.0   302.8   364.9   404.0   445.8   519.8   619.8   795.4  1217.7  1856.9  8029.1  90633.9    90697
read      387.5   239.1   148.8   193.2   205.5   333.7   421.3   478.5   526.6   582.7   645.6   741.3   996.8  1802.1  8024.0  55091.7    55043
read      356.5   337.3   160.7   226.6   250.1   335.6   367.8   385.9   398.4   414.0   432.6   464.0   599.6  5103.5 12707.8   5748.9     5751
read      357.0   409.5   160.7   227.5   251.9   333.7   363.9   380.5   392.8   405.3   426.0   456.5   546.8  6495.7 15922.1   5407.3     5442
read      419.5   269.6   160.7   199.3   212.5   368.4   461.3   524.2   573.3   628.2   693.0   803.2  1081.6  1565.5  8950.6  37018.1    37143
read      405.8   267.8   148.8   198.4   211.4   348.0   441.0   504.8   557.7   617.0   683.4   785.1  1024.1  1538.2 10682.7  51428.2    51443
read      389.7   238.3   148.8   200.7   214.5   367.6   444.8   489.2   518.2   547.7   585.4   635.4   745.3  1697.5  9826.9  22628.8    22624
read      380.3   258.5   148.8   198.3   211.2   309.9   371.4   411.8   453.3   530.5   641.5   856.8  1288.9  1823.3  7854.3  92820.9    92802
read      383.0   274.6   148.8   197.9   210.9   313.8   377.1   420.4   464.0   539.9   640.6   839.2  1264.8  1964.2  8966.0  91390.1    91267
read      396.0   230.0   148.8   199.0   212.7   364.8   445.1   494.9   531.4   572.7   620.7   687.3   843.3  1514.3  8113.9  33060.3    33121
read      375.2   248.9   148.8   195.4   207.8   306.0   370.4   414.0   458.8   535.9   639.3   822.4  1224.1  1763.5  7697.6  87888.6    88004
read      385.7   269.7   148.8   199.0   212.7   361.7   435.8   480.6   509.3   540.2   577.4   628.0   734.1  3251.8 12165.9  22193.0    22134
read      385.9   272.3   148.8   198.7   212.4   362.0   436.5   480.3   509.8   541.0   579.3   629.9   737.9  2444.4 12354.3  22728.4    22811
read      380.2   351.0   160.7   210.7   228.2   371.1   419.5   443.3   459.2   476.4   499.3   535.6   634.7  3845.8 15472.8  10718.4    10724
read      389.3   249.0   148.8   194.9   207.3   321.6   405.8   466.7   521.9   589.1   668.3   796.8  1109.5  1553.0  8110.9  63578.3    63685
read      380.5   264.0   148.8   197.6   210.5   310.2   372.2   414.1   457.2   534.8   645.7   852.3  1272.8  1817.6  7900.5  91852.2    91837
read      385.5   247.6   148.8   197.4   210.9   359.5   435.1   481.5   513.8   548.0   589.2   639.9   750.1  1816.5 11266.0  24830.2    24817
read      379.2   271.7   148.8   194.7   207.1   303.3   369.5   415.1   461.4   543.8   654.1   858.3  1278.0  1883.2  8119.1  86220.2    86140
read      386.4   234.1   148.8   195.8   208.9   356.3   433.6   482.6   519.4   559.9   605.7   665.0   776.0  2355.3 10312.4  30467.8    30415
read      382.1   235.7   148.8   196.7   210.1   355.2   430.0   475.8   507.8   542.3   582.8   635.5   743.8  2271.2  9635.0  25424.3    25311
read      383.1   202.9   148.8   195.7   209.1   356.2   432.1   480.0   516.5   557.3   603.6   663.6   765.1   946.5  8795.3   9976.1    30042

Total QPS = 51613.1 (61935736 / 1200.0s)

Total connections = 64
Misses = 61935734 (100.0%)
Skipped TXs = 0 (0.0%)

RX  185807202 bytes :    0.1 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.95%,47.72%,100.00%
