Random waveform, random seed
Total number of intervals = 120 (55543, 49101, 94365, 38365, 69560, 21756, 34751, 24257, 82800, 51792, 6952, 46942, 6742, 35274, 71152, 84640, 11356, 49490, 75249, 70853, 9659, 40347, 33600, 60521, 14879, 83590, 21868, 24025, 73480, 67286, 91117, 82521, 10167, 21705, 39304, 69299, 5494, 44796, 24718, 29757, 75280, 14048, 70737, 42019, 96973, 85027, 51814, 90800, 77177, 76388, 18804, 17310, 86999, 36966, 15256, 55809, 64143, 83632, 62121, 27579, 42391, 79065, 74993, 36656, 21916, 64298, 32317, 70415, 54146, 33424, 57788, 62141, 73423, 69976, 78063, 52168, 52521, 98096, 42655, 49904, 96711, 39017, 90801, 89994, 11486, 53855, 88784, 21339, 55919, 6521, 16964, 67197, 17266, 7523, 44680, 75611, 71414, 29220, 78670, 79102, 35192, 26196, 85583, 73692, 24042, 75876, 55857, 14396, 38751, 96952, 14276, 12706, 43209, 61670, 50627, 87424, 52871, 75927, 68461, 86634)
Average QPS expected = 52056
Timestamp start: 1684664931092
Timestamp end: 1684666131490

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      434.1   598.4   148.8   194.8   206.8   340.6   445.3   513.1   573.9   646.2   732.7   869.6  1196.9  6999.3 30301.2  42677.9    42655
read      395.9   256.8   148.8   192.7   204.7   338.7   432.6   492.1   539.9   598.8   670.1   780.1  1063.1  1521.8  8119.7  49775.4    49904
read      372.3   510.9   148.8   194.4   206.0   284.3   329.7   359.3   384.4   420.2   480.4   706.1  2325.6  5322.1 16369.1  96633.1    96711
read      395.7   389.4   148.8   192.5   204.6   348.8   432.0   486.0   528.1   577.0   632.9   713.2   924.0  3703.9 12891.8  39004.3    39017
read      394.2   551.5   148.8   194.1   205.7   285.6   334.0   368.1   399.4   451.3   568.0   979.3  2290.6  5521.4 23075.8  90875.9    90801
read      386.3   481.8   148.8   192.9   204.3   284.6   338.9   375.1   410.5   471.0   633.1   952.7  1746.3  5420.1 15414.1  89972.5    89994
read      406.8   721.5   148.8   202.4   217.5   363.0   420.0   447.4   465.3   487.1   512.3   556.6   923.0 11291.7 31702.0  11460.3    11486
read      401.4   308.0   148.8   194.8   207.2   331.4   424.9   489.1   542.9   609.7   691.3   815.2  1096.6  2395.8 11410.7  53810.1    53855
read      392.3   493.8   148.8   196.2   207.9   288.8   337.9   371.9   402.9   452.6   551.4   974.9  2208.3  4775.1 15315.8  88590.5    88784
read      422.6   574.1   148.8   198.2   211.7   373.2   450.1   499.3   533.4   571.5   616.6   684.0   980.2  6970.8 29700.1  21231.8    21339
read      391.1   240.0   148.8   192.9   205.1   329.0   420.9   482.6   533.3   593.6   668.3   777.4  1055.4  1595.7  7695.4  55966.7    55919
read      354.6   255.5   160.7   221.8   243.0   340.5   376.4   394.8   406.9   422.9   440.5   469.1   556.7  4125.3  8959.6   6518.5     6521
read      391.3   288.4   148.8   205.2   222.4   371.8   438.4   474.0   498.8   526.9   561.1   613.9   722.5  2927.1 11870.2  17003.7    16964
read      386.5   274.1   148.8   192.7   204.6   309.2   392.9   455.3   511.3   582.1   673.7   824.8  1216.9  1709.9  8307.2  67193.3    67197
read      379.4   253.4   148.8   201.7   215.4   364.3   432.2   467.6   490.4   514.2   542.9   587.5   685.2  3805.2  9733.7  17367.4    17266
read      364.7   362.4   160.7   218.7   238.7   348.9   387.5   406.8   421.6   436.5   457.9   488.3   566.8  4297.4 14845.3   7574.9     7523
read      415.6   263.6   148.8   197.5   210.3   347.6   448.5   517.4   572.7   633.8   716.3   852.2  1143.9  1587.1  7932.3  44577.8    44680
read      381.3   284.9   148.8   193.3   205.4   303.1   377.3   431.5   486.8   562.6   658.7   841.3  1249.4  1821.4  9843.2  75395.9    75611
read      385.2   273.3   148.8   193.0   205.2   306.6   385.7   444.6   502.9   578.5   669.5   834.6  1241.3  1818.2  8018.0  71441.0    71414
read      386.2   200.7   148.8   196.2   209.8   360.5   436.1   483.7   518.5   557.5   604.4   665.2   791.9  1097.2  5293.2  29200.0    29220
read      383.4   288.8   148.8   193.8   206.1   303.1   373.8   426.8   482.6   566.6   672.4   864.4  1269.2  1863.3  8879.8  78599.8    78670
read      388.0   263.9   148.8   197.0   210.1   309.3   382.9   435.2   490.8   573.5   678.3   859.9  1273.8  1798.0  7856.1  79251.6    79102
read      394.7   249.7   148.8   196.2   209.9   362.2   441.8   491.7   530.5   576.2   627.0   699.8   860.0  1401.8  9312.3  35124.0    35192
read      383.8   244.2   148.8   196.7   210.4   359.1   433.2   477.8   510.3   544.7   585.4   636.0   747.1  1910.9 10326.9  26189.1    26196
read      377.9   262.0   148.8   193.6   205.8   300.7   366.8   412.9   463.3   549.6   660.4   865.6  1282.4  1804.4  7967.6  85677.2    85583
read      389.0   269.8   148.8   194.1   206.5   304.2   380.1   437.3   499.0   583.6   690.5   890.8  1299.2  1844.8  7582.0  73798.2    73692
read      385.5   246.4   148.8   197.4   211.2   361.8   435.9   480.8   511.2   544.5   584.0   632.9   744.6  2018.6 11200.1  24140.6    24042
read      386.2   266.4   148.8   194.0   206.3   304.7   380.0   435.2   494.9   578.0   678.8   866.8  1282.8  1857.2  7542.5  75782.7    75876
read      392.4   240.7   148.8   193.4   205.6   329.0   423.4   486.7   538.3   599.7   673.3   786.2  1045.6  1450.3  7330.0  55847.7    55857
read      373.0   231.4   148.8   203.6   217.5   365.5   426.1   455.4   474.1   495.5   520.8   558.1   641.2  2142.9  9983.6  14418.6    14396
read      400.4   255.0   148.8   195.1   208.2   361.2   448.4   502.3   542.9   591.5   645.7   731.7   933.3  1895.6  8042.0  38510.1    38751
read      403.1   348.5   148.8   200.1   213.4   304.9   363.2   402.0   443.3   534.1   701.1   971.4  1712.6  2846.8 10256.6  96938.1    96952
read      374.4   254.4   148.8   203.2   217.3   363.8   423.8   453.6   472.3   494.2   519.7   558.8   660.0  3146.8 10856.6  14320.3    14276
read      376.2   320.9   148.8   206.0   222.0   363.3   418.9   446.2   463.6   484.1   507.4   545.9   637.0  3934.4 15729.4  12692.6    12706
read      412.3   264.7   148.8   195.2   207.6   347.3   446.8   512.8   566.6   630.9   715.0   844.7  1148.9  1563.4  7970.7  43190.6    43209
